date_time,id_site,Tpic,Dir,Etal,Tz,Hm0,Ts1,Ts2,Tc,Tav,Tint,Tp,EPS2,EPS4,Qp,S2,Tref,Tw,Batt,timestamp
2019-03-16 14:25:00,8,2.6300000000,217.8000000000,29.1000000000,2.5600000000,0.4400000000,4.0900000000,2.6800000000,2.2700000000,2.9900000000,3.2400000000,6.2600000000,0.3191750000,0.4524540000,2.7996670000,0.0429000000,24.8500000000,12.6500000000,7.0000000000,2019-03-16 14:30:00
2019-03-16 14:55:00,8,2.8600000000,219.2000000000,19.7000000000,2.6300000000,0.5200000000,3.9200000000,2.7300000000,2.3500000000,2.9800000000,3.6000000000,5.6300000000,0.2908700000,0.4396350000,3.2521140000,0.0481330000,24.8500000000,12.6500000000,7.0000000000,2019-03-16 15:00:00
2019-03-16 15:25:00,8,2.9400000000,215.0000000000,18.4000000000,2.7000000000,0.5300000000,3.8900000000,2.8000000000,2.3900000000,3.0400000000,3.7500000000,5.4300000000,0.2921770000,0.4530310000,3.2939240000,0.0465110000,24.8500000000,12.6000000000,7.0000000000,2019-03-16 15:30:00
2019-03-16 15:55:00,8,2.9400000000,208.0000000000,23.7000000000,2.7400000000,0.5000000000,4.2000000000,2.8500000000,2.3800000000,3.1500000000,3.6200000000,6.2000000000,0.3201170000,0.4763070000,2.8858740000,0.0427000000,24.8500000000,12.6000000000,7.0000000000,2019-03-16 16:00:00
2019-03-16 16:25:00,8,2.7800000000,199.5000000000,32.7000000000,2.7400000000,0.4900000000,4.0500000000,2.8500000000,2.4100000000,3.1100000000,3.5900000000,5.7500000000,0.3033410000,0.4645070000,3.0218080000,0.0418460000,24.8500000000,12.6000000000,7.0000000000,2019-03-16 16:30:00
2019-03-16 16:55:00,8,3.0300000000,213.6000000000,30.9000000000,2.8000000000,0.4500000000,4.4100000000,2.9300000000,2.3800000000,3.2800000000,3.4200000000,6.6200000000,0.3521280000,0.5114230000,2.3329260000,0.0368670000,24.8500000000,12.6000000000,7.0000000000,2019-03-16 17:00:00
2019-03-16 17:25:00,8,3.0300000000,220.6000000000,29.1000000000,2.8600000000,0.4400000000,4.6000000000,3.0000000000,2.3900000000,3.3900000000,3.5900000000,7.0600000000,0.3717700000,0.5304430000,2.3374110000,0.0345510000,24.8500000000,12.5500000000,7.0000000000,2019-03-16 17:30:00
2019-03-16 17:55:00,8,2.9400000000,209.4000000000,26.0000000000,2.8800000000,0.4400000000,4.6400000000,3.0200000000,2.4200000000,3.4100000000,3.7800000000,7.1200000000,0.3650750000,0.5232150000,2.5343710000,0.0340590000,24.8500000000,12.5500000000,7.0000000000,2019-03-16 18:00:00
2019-03-16 18:25:00,8,3.0300000000,210.8000000000,27.8000000000,2.8400000000,0.4100000000,4.5900000000,3.0200000000,2.3800000000,3.4000000000,3.5800000000,6.9800000000,0.3751960000,0.5388650000,2.3762510000,0.0326570000,24.8500000000,12.5500000000,7.0000000000,2019-03-16 18:30:00
2019-03-16 18:55:00,8,3.0300000000,199.5000000000,25.1000000000,2.9400000000,0.4000000000,4.8800000000,3.1300000000,2.4100000000,3.5700000000,3.6100000000,7.6100000000,0.3989860000,0.5583580000,2.1118120000,0.0296410000,24.8500000000,12.5500000000,7.0000000000,2019-03-16 19:00:00
